채수위치,week_start_target,lw4_mean_total_cyano_mean,lw4_std_total_cyano_mean,lw4_slope_total_cyano_mean,lw4_mean_total_cyano_max,lw4_std_total_cyano_max,lw4_slope_total_cyano_max,lw4_mean_발령단계_코드_max,lw4_std_발령단계_코드_max,lw4_slope_발령단계_코드_max,lw4_mean_microcystis_mean,lw4_std_microcystis_mean,lw4_slope_microcystis_mean,lw4_mean_anabaena_mean,lw4_std_anabaena_mean,lw4_slope_anabaena_mean,lw4_mean_oscillatoria_mean,lw4_std_oscillatoria_mean,lw4_slope_oscillatoria_mean,lw4_mean_aphanizomenon_mean,lw4_std_aphanizomenon_mean,lw4_slope_aphanizomenon_mean,lw4_mean_수온(℃)_mean,lw4_std_수온(℃)_mean,lw4_slope_수온(℃)_mean,lw4_mean_pH_mean,lw4_std_pH_mean,lw4_slope_pH_mean,lw4_mean_DO(㎎/L)_mean,lw4_std_DO(㎎/L)_mean,lw4_slope_DO(㎎/L)_mean,lw4_mean_탁도_mean,lw4_std_탁도_mean,lw4_slope_탁도_mean,lw4_mean_Chl-a (㎎/㎥)_mean,lw4_std_Chl-a (㎎/㎥)_mean,lw4_slope_Chl-a (㎎/㎥)_mean,lw4_mean_투명도_mean,lw4_std_투명도_mean,lw4_slope_투명도_mean,lw4_mean_합계 일조시간(hr)_mean,lw4_std_합계 일조시간(hr)_mean,lw4_slope_합계 일조시간(hr)_mean,lw4_mean_유입량(㎥/s)_mean,lw4_std_유입량(㎥/s)_mean,lw4_slope_유입량(㎥/s)_mean,lw4_mean_총방류량(㎥/s)_mean,lw4_std_총방류량(㎥/s)_mean,lw4_slope_총방류량(㎥/s)_mean,lw4_mean_수위(EL.m)_mean,lw4_std_수위(EL.m)_mean,lw4_slope_수위(EL.m)_mean,lw4_mean_저수율(%)_mean,lw4_std_저수율(%)_mean,lw4_slope_저수율(%)_mean,lw4_mean_일강수_주합_mm,lw4_std_일강수_주합_mm,lw4_slope_일강수_주합_mm,lw2_mean_total_cyano_max,lw1_total_cyano_max,lw2_mean_total_cyano_mean,lw1_total_cyano_mean,lw2_mean_발령단계_코드_max,lw1_발령단계_코드_max,lw2_mean_수온(℃)_mean,lw1_수온(℃)_mean,lw2_mean_Chl-a (㎎/㎥)_mean,lw1_Chl-a (㎎/㎥)_mean,lw2_mean_유입량(㎥/s)_mean,lw1_유입량(㎥/s)_mean,lw2_mean_총방류량(㎥/s)_mean,lw1_총방류량(㎥/s)_mean,lw2_mean_일강수_주합_mm,lw1_일강수_주합_mm,lw2_mean_합계 일조시간(hr)_mean,lw1_합계 일조시간(hr)_mean,y_cyano_max_next,y_cyano_mean_next,y_stage_max_next,y_alert_ge1_next
문의,2025-09-15,13494.965554229711,5437.395440882012,-12185.638837621154,18309.011047170345,7867.889754259725,-15443.955815318624,1.75,0.4330127018922193,0.0,12453.703526425084,5227.071061987389,-11842.741036721813,0.655343660007631,1.1350867835005534,0.0,611.350732325934,426.86085193315125,485.0653133456228,163.66428433074663,80.18377685690655,-67.56845211891545,28.480357142857144,0.456371419404172,-1.12142857142857,8.130357142857143,0.11675622170198184,0.29999999999999893,3.8607142857142853,0.2333485174845661,0.09999999999999964,4.982142857142857,0.39982457888122735,-1.0214285714285705,8.289285714285715,2.552882024820783,-5.678571428571428,,,,5.896428571428571,2.029002790600111,-5.604761904761904,50.192321428571425,33.03517618810798,83.19728571428571,43.11685714285714,5.325900877134423,-10.56285714285714,71.713025,0.2212688445508721,0.21207142857143424,60.79642857142857,0.8274934490153194,0.7985714285714351,64.584175,43.62733960882897,96.24626666666667,10929.022093340689,13293.044185681376,8842.389929349198,9819.687665432244,1.5,2.0,28.04642857142857,27.857142857142858,5.760714285714286,5.285714285714286,78.73978571428572,102.08814285714286,37.7915,37.89757142857143,104.62213333333332,97.37966666666667,4.214285714285714,2.9142857142857146,14821.000001,13900.270657686173,2,1
문의,2025-09-22,11468.701592887905,2719.1967060876746,-389.4851974808753,14830.011047170345,5065.18163982679,-7820.0,1.75,0.4330127018922193,0.0,10217.031551294578,2180.0369078059766,-767.4495757105233,0.6553436600076311,1.1350867835005534,0.0,1007.1181990583011,517.834166527957,421.9268240073966,194.98700637361003,92.12714441354626,-21.17128308811931,28.014285714285716,0.628916301494652,-1.7357142857142804,8.1625,0.10093630543616076,0.06428571428571317,4.171428571428572,0.6696214282285604,1.5214285714285714,4.798214285714286,0.10206727973173733,0.10714285714285765,6.951785714285714,2.174465539541398,-5.057142857142859,,,,4.333333333333333,1.8021780724969056,-4.371428571428572,80.44103571428572,44.0751507517506,115.48685714285716,40.477964285714286,4.588492316493555,-10.519142857142853,71.95427142857143,0.5218895874901248,1.2447857142857117,61.7175,1.9800673496585095,4.728571428571428,110.34016666666666,48.761366031492805,136.1983333333333,14057.022093340689,14821.000001,11859.979161559208,13900.270657686173,2.0,2.0,27.485714285714288,27.114285714285717,5.449999999999999,5.614285714285714,120.98692857142858,139.8857142857143,37.90121428571429,37.904857142857146,140.76851666666664,184.15736666666663,2.5904761904761906,2.2666666666666666,12733.000001,11141.369453514355,2,1
문의,2025-09-29,10681.604992474731,2193.560909275594,3276.2772602482037,12353.011047170345,2316.681412530929,4168.0,1.75,0.4330127018922193,1.0,9359.019042853372,1656.3325274620527,1968.2759648821939,0.6553436600076311,1.1350867835005534,-2.621370640030524,1092.3477635283734,581.1405090084467,1207.9705757395448,186.48524426166904,83.58698745324881,134.81696834610216,27.299999999999997,0.8557279989361501,-2.2428571428571473,8.07857142857143,0.2073890162993989,-0.31428571428571317,4.7214285714285715,0.944627666634547,2.4142857142857146,4.648214285714285,0.26637087655663677,-0.5785714285714283,5.973214285714286,0.5667751371773898,0.5214285714285714,,,,3.5333333333333337,1.2166456991949688,-2.0761904761904755,96.96335714285715,30.16100883802714,35.09671428571429,46.39353571428571,14.833977935866885,34.400857142857134,72.46543928571428,0.7918221482290185,2.101785714285711,63.685,3.045616538903219,8.080000000000005,121.47729999999999,36.88202861930183,-19.357033333333334,13777.000001,12733.000001,12520.820055600263,11141.369453514355,2.0,2.0,26.55357142857143,25.99285714285714,6.185714285714285,6.757142857142857,115.18692857142858,90.48814285714286,54.995571428571424,72.08628571428571,138.33246666666665,92.50756666666666,2.852380952380953,3.4380952380952388,11299.7807136582,10087.379940618603,2,1
문의,2025-10-06,11237.176929312842,1614.9733904113828,267.69227518635853,13036.706225334894,1260.8093761156897,-1993.2634720231763,2.0,0.0,0.0,9661.97850096436,1325.0496010537079,-524.9854542927515,1e-06,0.0,0.0,1227.611689491782,459.15540186105994,350.08111557082805,288.4823088985677,161.54540666010877,453.1948651322167,26.57916666666667,0.9706103215289369,-2.5047619047619065,7.931746031746031,0.33133185963527934,-0.8444444444444441,5.328769841269841,0.7474257440169892,1.8365079365079362,4.203968253968254,0.7267438692892488,-1.6198412698412703,6.087301587301587,0.648211097256286,1.4063492063492067,,,,2.9142857142857146,0.4210450232037259,0.12380952380952381,101.24728571428571,24.669013782269367,-29.560999999999993,45.04175,15.782010800978238,-5.619285714285716,73.04488214285715,0.6993359532788705,1.7687857142857126,65.92178571428572,2.725735320186881,6.894285714285708,103.63644166666666,51.55744709629128,-56.8785,12016.390357329099,11299.7807136582,10614.37469706648,10087.379940618603,2.0,2.0,25.672619047619044,25.35238095238095,6.724603174603175,6.692063492063492,81.50764285714286,72.52714285714286,52.18228571428571,32.278285714285715,66.50436666666667,40.50116666666666,3.2380952380952386,3.0380952380952384,13254.000001,11971.787609817984,2,1
문의,2025-10-13,11775.201915409278,1396.8759521684926,-1928.4830478681888,13026.94517916455,1258.9367989045143,-1567.0,2.0,0.0,0.0,9620.981689480532,1346.9024386346844,-3060.0403821351047,1e-06,0.0,0.0,1497.20650169207,310.7750926600344,-19.625304782693775,594.1500923332533,424.4321122040377,1029.8117934483735,25.72321428571429,0.9758454311803471,-2.680952380952384,7.696428571428571,0.29856964591081525,-0.7698412698412689,5.8125,0.31541322871764294,0.7920634920634919,3.803571428571429,0.8109562684183248,-1.8873015873015873,7.128571428571429,1.415474799862259,3.836507936507939,,,,2.732142857142857,0.5261244841186503,-0.08095238095238111,115.07767857142858,34.722590772916384,17.523999999999972,43.421928571428566,16.735827328896917,-6.486571428571434,73.73731785714286,0.7188934356877956,2.016828571428576,68.67071428571428,2.8936317305138766,8.11,101.07230833333332,52.057478819220016,-97.0342333333333,12276.890357329099,13254.000001,11029.583775218292,11971.787609817984,2.0,2.0,24.892857142857142,24.433333333333334,8.071428571428573,9.450793650793653,114.96842857142857,157.40971428571427,31.848285714285716,31.418285714285712,63.812149999999995,87.12313333333333,2.611904761904762,2.1857142857142855,9877.576610051245,9293.948667033243,1,1
문의,2025-10-20,10623.621417746046,1017.4968864531807,-1847.4207864811124,11791.08933142736,1316.2654015591538,-2855.4233909487557,1.75,0.4330127018922193,-1.0,8373.994548959967,881.3652162294044,-2323.348104027954,1e-06,0.0,0.0,1542.0225086173223,348.7421063832195,260.27259382811576,607.7754753140415,414.72598364084695,67.33729728279792,24.801785714285714,0.9673780150090768,-2.564285714285713,7.4678571428571425,0.18779319060844987,-0.5142857142857151,5.923214285714286,0.12825673691613185,-0.23571428571428577,3.335714285714286,0.5115099375630443,-1.1642857142857141,8.15,1.428302664312377,2.942857142857142,,,,2.7833333333333337,0.48683926675580425,-0.9666666666666672,152.398,85.06330124275878,198.67885714285717,81.55639285714287,64.97706432848999,118.35642857142861,74.46605714285714,0.8446968234647424,2.115071428571426,71.64535714285714,3.4960091496576187,8.757142857142853,114.66418333333334,74.31528613636071,146.0173,11565.788305525622,9877.576610051245,10632.868138425612,9293.948667033243,1.5,1.0,23.93095238095238,23.428571428571427,9.575396825396826,9.7,223.28835714285714,289.16700000000003,110.93050000000001,190.44271428571432,162.824,238.52486666666667,2.3285714285714283,2.4714285714285715,10083.000001,8900.220973901485,2,1
문의,2025-10-27,10063.334297842828,1181.9009148561888,-1187.1589667171174,11128.589331427362,1342.1034684993303,-1216.7807126581993,1.75,0.4330127018922193,0.0,7910.3903175811665,784.8735681128175,-1097.9787930769617,1e-06,0.0,0.0,1324.7998099054876,475.05695615265404,-201.97592296142818,572.215114836221,447.6427423721281,-415.4127321127746,23.832142857142856,1.2027527713644812,-3.2380952380952337,7.332142857142857,0.10954896766493259,-0.2698412698412689,6.1000000000000005,0.3459480020988859,0.6920634920634932,2.9839285714285717,0.09868493930766599,-0.20873015873015843,10.5,3.472912312376065,9.465079365079365,,,,3.091666666666667,0.9622840777330274,1.6333333333333324,154.23771428571428,83.77425599222605,25.31985714285713,116.4797142857143,84.96751635850404,179.5012857142857,74.97142142857143,0.7636593903965398,1.8054714285714368,73.73392857142856,3.173225420030309,7.487142857142857,91.80937499999999,90.01421554317399,-39.41283333333333,9980.288305525622,10083.000001,9097.084820467364,8900.220973901485,1.5,2.0,22.771428571428572,22.114285714285717,12.928571428571429,16.15714285714286,193.507,97.847,201.11114285714285,211.77957142857142,119.8066,1.0883333333333334,3.571428571428571,4.671428571428571,9048.61877831308,8239.361236198234,1,1
문의,2025-11-03,9601.329621737736,1419.5127107434048,-3732.42637361975,10565.79884759108,1599.6097475882561,-4205.3812226869195,1.5,0.5,-1.0,7798.366318495786,724.3128676538805,-809.0942046989676,1e-06,0.0,0.0,1092.2272926750773,746.3057288958366,-1658.5882021519649,476.24383064993276,484.900378210987,-1153.3614053516792,22.611904761904764,1.4844030385823048,-3.961904761904762,7.268253968253968,0.06947051664767981,-0.15873015873015905,6.476587301587302,0.6659693774042552,1.4079365079365074,3.0460317460317463,0.16175296338559358,0.23015873015873023,14.234126984126984,5.04515569570981,12.177777777777777,,,,4.366666666666666,2.3803904098700617,5.9523809523809526,145.5730357142857,93.05561566032537,-119.54128571428569,116.32910714285714,85.11703446919634,0.2575714285714312,75.29708571428571,0.3676117124391541,0.30169999999999675,75.07214285714285,1.5519538376787223,1.2514285714285762,83.31575,95.86745724585208,-80.59646666666666,9565.80938965654,9048.61877831308,8569.791105049859,8239.361236198234,1.5,1.0,21.292857142857144,20.47142857142857,18.892857142857146,21.62857142857143,67.85771428571428,37.86842857142857,121.72771428571428,31.675857142857144,3.8075,6.526666666666667,6.404761904761904,8.138095238095238,9342.000001,8595.755120903956,1,1
문의,2025-11-10,8757.32149950923,388.1930916989786,-698.1935461292869,9587.798847591082,412.40985501260684,-535.5766090512443,1.25,0.4330127018922193,0.0,7715.271851754533,609.1074344368171,1595.5303129821414,1e-06,0.0,0.0,670.9687301974617,765.4738994967511,-1883.9235823941644,166.06047811357118,99.3168415095932,-265.42314862022573,21.292857142857144,1.6180266388665037,-4.271428571428572,7.2821428571428575,0.09333667389551419,0.20000000000000018,7.039285714285714,0.9635910196038687,2.5999999999999988,3.1071428571428577,0.19179602260139356,0.2285714285714282,17.88214285714286,5.520715856791452,14.342857142857145,,,,5.538095238095238,2.1617893822787946,4.4,113.19482142857143,105.06137661616386,-261.2701428571429,116.61728571428571,84.83053541656581,-157.87171428571432,75.36987142857143,0.27944210217751064,-0.6069857142856989,75.37321428571428,1.18832731653551,-2.5842857142857127,62.68499166666667,101.53992080037173,-233.92476666666667,9195.30938965654,9342.000001,8417.558178551095,8595.755120903956,1.0,1.0,19.814285714285713,19.157142857142855,22.83571428571429,24.042857142857144,32.882642857142855,27.89685714285714,32.123428571428576,32.571000000000005,5.563383333333333,4.600099999999999,7.504761904761905,6.871428571428572,7664.000001,4970.09648963743,1,1
문의,2025-11-17,7676.358455160276,1579.8699037620333,-3930.1244842640554,9034.40469532827,876.4100144253448,-2419.0,1.25,0.4330127018922193,-1.0,7222.993788939103,1371.6972261261658,-2438.043429774467,1e-06,0.0,0.0,198.81626629151592,323.8975491375797,-759.446466948329,85.51605824122454,55.010516589729875,-112.59894029530646,19.97142857142857,1.4873274209611218,-3.971428571428575,7.3464285714285715,0.1267228214229298,0.2857142857142856,7.696428571428571,0.6946864657629984,1.685714285714286,2.9535714285714287,0.350564413714891,-0.37142857142857144,20.896428571428572,2.8999010363128193,5.600000000000001,,,,7.007142857142856,1.4620113967623638,3.6761904761904756,46.620035714285706,30.06458007448045,-74.97914285714285,77.24335714285715,77.67589194757946,-178.8325714285714,75.19884642857143,0.2343595200330107,-0.5904857142857196,74.64678571428573,0.9943428631975156,-2.5028571428571382,3.2046916666666667,2.461045812406565,-0.4846666666666667,8503.000001,7664.000001,6782.925805270693,4970.09648963743,1.0,1.0,18.65,18.142857142857142,22.900000000000002,21.75714285714286,25.38235714285714,22.86785714285714,32.759,32.947,2.601883333333333,0.6036666666666667,7.609523809523809,8.347619047619046,2473.000001,1799.502684383536,1,1
문의,2025-11-24,5901.178882780789,2757.6484493228486,-6439.858551814698,7131.9046953282705,2763.4594488257108,-6575.6187773130805,1.0,0.0,0.0,5825.773419139608,2697.4161645307595,-6238.764275933413,1e-06,0.0,0.0,8.954649554433676,12.946424641151534,-31.13232098811634,55.57980928380396,60.54190190377468,-151.27259119730346,18.664285714285715,1.3175619104069092,-3.585714285714289,7.417857142857143,0.11174634176544294,0.27142857142857135,8.032142857142857,0.3505644137148913,0.5285714285714294,2.6107142857142858,0.7556842419088728,-1.828571428571429,19.753571428571433,4.812530148328572,-10.042857142857143,,,,7.704761904761904,0.5819078793463367,-0.6761904761904756,27.421571428571426,6.531766930524533,-16.815285714285714,32.51992857142858,0.5077791330482033,1.2100000000000044,75.02225357142858,0.08133970236682116,-0.2035571428571501,73.89964285714285,0.3408248921995857,-0.854285714285723,2.9789833333333333,2.6767403068429667,-6.341166666666667,5068.500001,2473.000001,3384.799587010483,1799.502684383536,1.0,1.0,17.514285714285712,16.885714285714283,16.671428571428574,11.585714285714287,21.9605,21.05314285714286,32.916428571428575,32.88585714285715,0.39458333333333334,0.1855,7.904761904761904,7.461904761904762,1108.000001,569.4290743212867,1,1
문의,2025-12-01,3983.695842311552,3109.340538620587,-8026.326046582669,5146.750001,3442.277979405498,-8234.0,1.0,0.0,0.0,3954.400701261256,3082.427843348063,-7962.207209247366,1e-06,0.0,0.0,1.1715693074045923,2.0292158329622265,-4.686273229618369,17.82369363640531,26.756665260426228,-63.65245779582777,17.478571428571428,1.2915936999359687,-3.428571428571427,7.507142857142857,0.05101020306102052,0.14285714285714324,8.271428571428572,0.16225452416572217,0.11428571428571566,2.0785714285714287,0.8469934823737862,-2.142857142857143,16.725,6.2705692138199165,-14.528571428571428,,,,7.103571428571429,0.9496709956611282,-1.1380952380952376,24.407071428571427,2.6346742247208015,-2.08642857142857,32.82671428571429,0.14931161771166063,0.33199999999999363,74.95049642857143,0.10599891286263904,-0.27647142857142626,73.59964285714285,0.44233653154906677,-1.152857142857144,8.811083333333332,12.271348655993132,25.254966666666668,1790.5000009999999,1108.000001,1184.4658793524113,569.4290743212867,1.0,1.0,16.307142857142857,15.728571428571428,10.55,9.514285714285716,23.431785714285716,25.81042857142857,32.89442857142858,32.903,15.020283333333333,29.855066666666666,6.597619047619048,5.733333333333334,169.000001,141.65252543547936,0,0
문의,2025-12-08,1870.170193444433,1890.3860535789079,-4828.443964201951,2853.5000010000003,2895.643322303353,-7495.0,0.75,0.4330127018922193,-1.0,1858.8781686990192,1887.1667325670337,-4817.447566005089,1e-06,0.0,0.0,1e-06,0.0,0.0,2.5177220445912276,2.869526248227186,-4.46935549809553,16.282142857142855,1.394975495359349,-3.7714285714285722,7.55,0.05101020306102033,0.11428571428571388,8.42142857142857,0.3266246675763908,0.5714285714285712,1.5678571428571428,0.5165994579942957,-1.2000000000000004,13.07857142857143,5.083431470001744,-12.300000000000002,,,,7.222619047619048,0.9429315446834846,-0.9999999999999991,22.07867857142857,2.6371507165472563,-4.284571428571425,32.846071428571435,0.11626805323940671,-0.29857142857142804,74.85407142857143,0.11303471879498732,-0.30858571428572645,73.19857142857143,0.4698175937835602,-1.2828571428571536,8.117775,12.564515384415282,1.2231999999999998,638.5000010000001,169.000001,355.54079987838304,141.65252543547936,0.5,0.0,15.049999999999999,14.37142857142857,9.485714285714288,9.457142857142857,22.19685714285714,18.583285714285715,32.77571428571429,32.648428571428575,15.840966666666667,1.8268666666666664,6.540476190476191,7.347619047619047,163.76895237783674,135.40246790939725,0,0
문의,2025-12-15,661.4966880124248,680.1740907772297,-1664.1002164741387,978.4422388444591,944.6398014909046,-2309.231048622163,0.5,0.5,-1.0,654.6902245760186,682.7885394468511,-1665.9137270684919,1e-06,0.0,0.0,1e-06,0.0,0.0,0.7533707728761454,1.1139889736098378,0.08865044751547181,14.957142857142856,1.5106087433581867,-4.042857142857139,7.571428571428571,0.04285714285714285,0.0857142857142863,8.610714285714286,0.4294485072836593,1.0999999999999996,1.2714285714285714,0.10832679205787932,-0.1857142857142855,9.9,0.9901040967741627,-2.5428571428571445,,,,6.291666666666667,1.1808869749552862,-2.838095238095238,21.911035714285713,2.6027439335090885,1.1441428571428567,32.85707142857143,0.12689242993776217,0.10514285714285165,74.74666428571429,0.1178299979562359,-0.31374285714284156,72.75178571428572,0.48863029616114406,-1.3014285714285592,14.819633333333334,13.852609252511883,27.2256,166.38447668891837,163.76895237783674,138.5274966724383,135.40246790939725,0.0,0.0,13.607142857142858,12.842857142857143,9.25,9.042857142857143,20.390285714285717,22.197285714285716,32.819714285714284,32.991,14.618983333333334,27.4111,5.985714285714286,4.623809523809524,175.000001,112.48347189807122,0,0
문의,2025-12-22,239.74188489105865,190.6545193054545,-456.9456024232155,403.9422388444592,406.50736259514343,-933.0000000000001,0.25,0.4330127018922193,-1.0,232.40035755622552,185.20524326624871,-442.4328724991736,1e-06,0.0,0.0,1e-06,0.0,0.0,0.9541048133264419,1.0292715780520232,0.5548075540923464,13.653571428571428,1.5335491381705622,-4.057142857142859,7.610714285714286,0.02923340275668719,0.07142857142857117,8.975,0.37093029764941776,1.0285714285714285,1.2107142857142856,0.04446392713567408,0.05714285714285716,9.35357142857143,0.1838852237408005,-0.11428571428571566,,,,5.390476190476191,1.3121402433202745,-1.876190476190477,21.779714285714284,2.655434308610728,-5.28257142857143,32.934357142857145,0.19613868219466757,0.2920000000000016,74.64068571428572,0.1277464073539312,-0.34044285714286104,72.31321428571428,0.528958714294955,-1.4085714285714346,15.513250000000001,13.154358128740705,-26.8951,169.38447668891837,175.000001,123.94296990373422,112.48347189807122,0.0,0.0,12.257142857142856,11.671428571428569,9.221428571428572,9.4,21.362571428571428,20.52785714285714,33.093,33.195,15.185533333333334,2.9599666666666664,4.2404761904761905,3.857142857142857,55.0,55.0,0,0
추동,2016-02-01,58.873005239914974,57.567460692774446,-131.5376743836115,96.43089566888762,81.47933642520228,-167.72357867555047,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,58.873005239914974,57.567460692774446,-131.5376743836115,8.7,0.0,0.0,8.2,0.0,0.0,12.8,8.881784197001252e-16,-1.7763568394002505e-15,2.0,0.0,0.0,5.8,0.0,0.0,,,,5.48531746031746,0.4616965862092863,-0.6984126984126986,15.253351190476192,1.30939595213214,-2.4092619047619035,19.432839285714284,0.3942413677668454,0.7592142857142825,66.13761904761904,0.06664710597388052,-0.17619047619047024,41.1672619047619,0.1859459406847655,-0.49761904761904674,4.922741666666666,3.000616212674305,7.345466666666666,16.000000999999997,1e-06,2.4972047590247612,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,13.998571428571427,14.419571428571428,19.679642857142856,20.089714285714283,6.168899999999999,7.345466666666666,5.376190476190476,4.757142857142857,1e-06,1e-06,0,0
추동,2016-02-08,25.988586644012102,42.17933889369029,-98.95993505799889,54.500001,77.03732861412057,-186.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,25.988586644012102,42.17933889369029,-98.95993505799889,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.367857142857142,1.5802722827185018,3.2523809523809524,14.516535714285716,1.0107074980842252,-2.3058571428571426,19.482714285714284,0.39074346979018504,0.48842857142857454,66.07357142857143,0.08396123984267295,-0.22142857142857508,40.98214285714286,0.2395520905390549,-0.6285714285714192,4.922741666666666,3.000616212674305,-7.353166666666667,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,14.150571428571428,13.88157142857143,19.80985714285714,19.53,3.672733333333333,0.0,6.871428571428572,8.985714285714286,1e-06,1e-06,0,0
추동,2016-02-15,1.2486028795123807,2.1626418937414367,-4.994407518049522,8.000000999999997,13.856406460551018,-31.999999999999996,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1.2486028795123807,2.1626418937414367,-4.994407518049522,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.136904761904762,1.7176632567217776,-1.1857142857142842,14.558321428571428,1.080003096060377,2.777000000000001,19.515,0.35682255637038013,-0.09885714285714187,65.99928571428572,0.08946838456536041,-0.2400000000000091,40.77142857142857,0.26205623325491695,-0.7000000000000028,13.752808333333334,16.9066720328326,37.6811,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,15.11807142857143,16.35457142857143,19.350357142857142,19.170714285714286,21.336716666666668,42.673433333333335,6.897619047619048,4.80952380952381,1e-06,1e-06,0,0
추동,2016-02-22,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.338095238095239,1.7363167678644778,2.042857142857142,17.67532142857143,4.919296513476291,11.626,19.446357142857142,0.41851128895119516,-1.0947142857142822,65.95892857142857,0.05506373857741877,-0.07714285714284586,40.65357142857143,0.16174274106034586,-0.22857142857142776,12.895408333333334,17.408716955472734,-5.782733333333333,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,21.200071428571427,26.045571428571428,19.082857142857144,18.995,22.118083333333335,1.5627333333333333,5.804761904761905,6.799999999999999,1e-06,1e-06,0,0
추동,2016-02-29,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.411904761904761,1.6726508215927962,-3.9333333333333336,18.827178571428572,4.547470179609622,5.1454285714285675,19.180678571428572,0.2122606785612107,-0.5030000000000037,65.94428571428571,0.03721147507894643,0.02142857142857224,40.60714285714286,0.10522085616183043,0.05714285714285694,18.9782,18.615751705880697,31.676633333333335,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,22.53628571428571,19.026999999999997,19.011,19.026999999999997,16.619683333333334,31.676633333333335,5.926190476190476,5.052380952380952,1e-06,1e-06,0,0
추동,2016-03-07,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,5.692857142857143,0.8046527116679325,1.299999999999999,25.235714285714288,8.972138821407762,23.16114285714286,19.0175,0.10455998668863108,-0.29342857142857426,65.96428571428572,0.05566847933828066,0.15571428571428214,40.660714285714285,0.153322056669039,0.4285714285714235,36.631550000000004,24.726724334260297,27.939966666666677,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,29.27135714285714,39.51571428571429,18.952142857142853,18.877285714285712,51.14501666666668,70.61340000000001,5.580952380952381,6.109523809523809,1e-06,1e-06,0,0
추동,2016-03-14,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.048809523809524,0.6314452253064853,-0.5666666666666655,43.40692857142858,27.355366218793087,62.99385714285716,18.889071428571427,0.1451216766041795,-0.33800000000000097,66.2525,0.45226118402028315,1.0742857142857076,41.50714285714286,1.334109043060388,3.1571428571428513,25.96319166666667,28.704329848845447,-1.5627333333333333,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,64.27757142857143,89.03942857142859,18.767142857142858,18.657,35.306700000000006,0.0,6.171428571428571,6.233333333333333,1e-06,1e-06,0,0
추동,2016-03-21,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.7,0.0,0.0,8.2,0.0,0.0,12.8,0.0,0.0,2.0,0.0,0.0,5.8,0.0,0.0,,,,6.098809523809524,0.6937882387165453,1.9476190476190478,43.83839285714286,27.09045835966014,8.744428571428575,18.827392857142854,0.1393053969609529,-0.27871428571428325,66.58857142857143,0.5888721492508079,1.3257142857142838,42.5,1.7462204082777493,3.9285714285714235,28.134108333333337,27.057983410665976,-21.430233333333334,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.7,8.7,5.8,5.8,58.40542857142858,27.771428571428572,18.702642857142855,18.748285714285714,5.1232,10.2464,6.616666666666667,7.0,1e-06,1e-06,0,0
