조사일,채수위치,실제단계,예측단계,prob_정상,prob_관심,prob_경계,발동_시나리오,권고조치
2024-08-15,추동,관심,관심,0.03,0.918,0.052,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-15,회남,경계,관심,0.439,0.536,0.025,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-16,문의,경계,관심,0.051,0.887,0.062,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-16,추동,관심,관심,0.02,0.952,0.028,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-16,회남,경계,관심,0.449,0.525,0.027,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-17,문의,경계,관심,0.043,0.892,0.065,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-17,추동,관심,관심,0.017,0.957,0.026,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-17,회남,경계,관심,0.404,0.568,0.028,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-18,문의,경계,관심,0.041,0.894,0.066,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-18,추동,관심,관심,0.017,0.957,0.026,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-18,회남,경계,관심,0.39,0.582,0.028,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-19,문의,경계,관심,0.033,0.916,0.051,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-19,추동,관심,관심,0.016,0.961,0.024,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-19,회남,경계,관심,0.313,0.662,0.025,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-20,문의,경계,관심,0.041,0.897,0.062,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-20,추동,관심,관심,0.017,0.958,0.025,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-20,회남,경계,관심,0.336,0.581,0.083,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-21,문의,경계,관심,0.044,0.869,0.087,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-21,추동,관심,관심,0.02,0.952,0.028,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-21,회남,경계,경계,0.297,0.575,0.128,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-22,문의,경계,관심,0.043,0.87,0.087,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-22,추동,경계,관심,0.024,0.941,0.034,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-22,회남,경계,경계,0.336,0.498,0.165,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-23,문의,경계,관심,0.046,0.86,0.094,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-23,추동,경계,관심,0.02,0.95,0.03,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-23,회남,경계,관심,0.39,0.514,0.096,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-24,문의,경계,관심,0.048,0.853,0.099,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-24,추동,경계,관심,0.019,0.952,0.029,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-24,회남,경계,관심,0.375,0.53,0.095,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-25,문의,경계,관심,0.047,0.856,0.096,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-25,추동,경계,관심,0.016,0.957,0.027,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-25,회남,경계,관심,0.347,0.566,0.088,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-26,문의,경계,관심,0.036,0.895,0.069,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-26,추동,경계,관심,0.017,0.956,0.027,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-26,회남,경계,관심,0.292,0.627,0.081,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-27,문의,경계,관심,0.034,0.898,0.068,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-27,추동,경계,관심,0.016,0.961,0.023,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-27,회남,경계,관심,0.34,0.565,0.095,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-28,문의,경계,관심,0.112,0.812,0.076,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-28,추동,경계,관심,0.035,0.88,0.085,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-28,회남,경계,관심,0.366,0.533,0.102,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-29,문의,경계,관심,0.228,0.691,0.081,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-29,추동,경계,관심,0.029,0.897,0.073,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-29,회남,경계,관심,0.277,0.655,0.068,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-30,문의,경계,관심,0.083,0.821,0.096,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-30,추동,경계,관심,0.027,0.896,0.077,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-30,회남,경계,관심,0.269,0.67,0.06,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-31,문의,경계,관심,0.056,0.877,0.067,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-31,추동,경계,관심,0.027,0.909,0.064,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-08-31,회남,경계,관심,0.285,0.663,0.052,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-01,문의,경계,관심,0.041,0.863,0.095,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-01,추동,경계,관심,0.154,0.768,0.078,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-01,회남,경계,관심,0.288,0.65,0.062,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-02,문의,경계,관심,0.035,0.878,0.087,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-02,추동,경계,관심,0.163,0.76,0.077,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-02,회남,경계,관심,0.284,0.65,0.067,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-03,문의,경계,관심,0.03,0.909,0.061,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-03,추동,경계,관심,0.156,0.781,0.063,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-03,회남,경계,관심,0.245,0.702,0.054,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-04,문의,경계,관심,0.03,0.917,0.053,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-04,추동,경계,관심,0.171,0.774,0.055,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-04,회남,경계,관심,0.251,0.712,0.037,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-05,문의,경계,관심,0.029,0.919,0.053,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-05,추동,경계,관심,0.193,0.72,0.087,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-05,회남,경계,관심,0.292,0.672,0.036,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-06,문의,경계,관심,0.027,0.932,0.041,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-06,추동,경계,관심,0.163,0.779,0.058,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-06,회남,경계,관심,0.283,0.686,0.031,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-07,문의,경계,관심,0.024,0.935,0.041,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-07,추동,경계,관심,0.18,0.765,0.056,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-07,회남,경계,관심,0.28,0.686,0.034,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-08,문의,경계,관심,0.02,0.937,0.042,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-08,추동,경계,관심,0.281,0.654,0.064,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-08,회남,경계,관심,0.331,0.625,0.043,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-09,문의,경계,관심,0.018,0.943,0.039,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-09,추동,경계,관심,0.265,0.68,0.055,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-09,회남,경계,관심,0.353,0.59,0.058,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-10,문의,경계,관심,0.017,0.953,0.03,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-10,추동,경계,관심,0.257,0.698,0.045,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-10,회남,경계,관심,0.478,0.49,0.031,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-11,문의,경계,관심,0.022,0.932,0.046,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-11,추동,경계,관심,0.229,0.707,0.064,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-11,회남,관심,관심,0.543,0.415,0.042,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-12,문의,경계,관심,0.018,0.953,0.029,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-12,추동,경계,관심,0.175,0.707,0.118,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-12,회남,관심,관심,0.56,0.356,0.085,S3_관심단계_진입|S4_경계단계_임박,상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토
2024-09-13,문의,경계,관심,0.021,0.949,0.03,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-13,추동,경계,관심,0.238,0.681,0.08,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-13,회남,관심,관심,0.494,0.403,0.103,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-14,문의,경계,관심,0.023,0.933,0.044,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-14,추동,경계,관심,0.304,0.657,0.039,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-14,회남,관심,관심,0.533,0.417,0.05,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-15,문의,경계,관심,0.025,0.927,0.049,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-15,추동,경계,관심,0.34,0.622,0.038,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-15,회남,관심,관심,0.41,0.53,0.059,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-16,문의,경계,관심,0.028,0.91,0.062,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-16,추동,경계,관심,0.322,0.642,0.036,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-16,회남,관심,관심,0.347,0.587,0.066,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2024-09-17,문의,경계,관심,0.032,0.904,0.064,S3_관심단계_진입|S4_경계단계_임박|S5_강우_후_유입,"상수도 조류독소(MC-LR) 검사 실시 / 정수처리 PAC 투입량 증가 / 경계 경보 발령 준비 및 관계기관 사전 통보 / 취수 중단 시나리오 검토 / 강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
